date,ymd,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,v3,v4,v6
2013-07-13,20130713,256.15,257.16,243.12,236.85,230.61,229.38,222.39,222.55,221.34,213.14,309.39,300.01,292.91
2013-07-14,20130714,256.31,257.56,243.16,236.84,230.5,229.35,222.38,222.55,221.33,213.83,309.34,299.94,292.87
2013-07-15,20130715,256.5,257.94,243.23,236.84,230.42,229.28,222.38,222.55,221.33,214.36,309.24,299.89,292.83
2013-07-16,20130716,256.7,258.28,243.28,236.83,230.35,229.26,222.38,222.55,221.34,214.79,309.18,299.83,292.8
2013-07-17,20130717,256.82,258.49,243.37,236.83,230.31,229.23,222.42,222.58,221.38,215.14,309.32,299.78,292.76
2013-07-18,20130718,256.88,258.6,243.5,236.84,230.29,229.19,222.4,222.57,221.38,215.37,309.41,299.72,292.71
2013-07-19,20130719,256.89,258.61,243.67,236.87,230.29,229.19,222.4,222.56,221.36,215.63,309.45,299.72,292.69
2013-07-20,20130720,256.8,258.57,243.8,236.87,230.26,229.14,222.39,222.55,221.35,215.72,309.47,299.74,292.68
2013-07-21,20130721,256.72,258.54,243.86,236.87,230.2,229.1,222.38,222.54,221.35,215.79,309.46,299.82,292.71
2013-07-22,20130722,256.67,258.54,243.89,236.87,230.11,229.07,222.39,222.55,221.37,215.84,309.44,299.92,292.77
2013-07-23,20130723,256.63,258.54,243.93,236.86,230.02,229.05,222.37,222.54,221.34,215.9,309.43,299.98,292.81
2013-07-24,20130724,256.6,258.53,243.99,236.86,229.95,229.05,222.39,222.56,221.38,215.96,309.41,299.98,292.83
2013-07-25,20130725,256.55,258.45,244.03,236.86,229.91,229.03,222.4,222.56,221.38,216.02,309.35,299.94,292.82
2013-07-26,20130726,256.44,258.31,244.07,236.86,229.9,229.02,222.38,222.54,221.35,216.07,309.29,299.87,292.79
2013-07-27,20130727,256.42,258.34,244.12,236.86,229.89,228.55,222.3,222.42,221.28,215.81,309.2,299.8,292.75
2013-07-28,20130728,256.44,258.35,244.12,236.86,229.74,228.32,222.25,222.43,221.26,215.57,309.22,299.72,292.7
2013-07-29,20130729,256.44,258.32,244.05,236.85,229.65,228.35,222.36,222.53,221.37,215.98,309.39,299.67,292.65
2013-07-30,20130730,256.44,258.33,243.99,236.84,229.59,228.42,222.38,222.55,221.38,216.09,309.43,299.66,292.63
2013-07-31,20130731,256.45,258.35,243.96,236.83,229.55,228.48,222.36,222.53,221.35,216.12,309.41,299.69,292.64
2013-08-01,20130801,256.46,258.38,243.94,236.83,229.53,228.54,222.37,222.53,221.35,216.15,309.35,299.7,292.66
2013-08-02,20130802,256.54,258.54,243.94,236.83,229.52,228.6,222.39,222.55,221.39,216.16,309.28,299.66,292.65
2013-08-03,20130803,256.62,258.66,243.93,236.82,229.53,228.67,222.4,222.56,221.39,216.18,309.22,299.62,292.62
2013-08-04,20130804,256.7,258.74,243.92,236.82,229.52,228.71,222.37,222.54,221.36,216.19,309.27,299.58,292.59
2013-08-05,20130805,256.75,258.8,243.91,236.81,229.48,228.3,222.28,222.41,221.28,215.9,309.41,299.54,292.57
2013-08-06,20130806,256.74,258.76,243.88,236.8,229.38,227.57,222.1,222.14,221.19,215.34,309.47,299.57,292.56
2013-08-07,20130807,256.62,258.61,243.86,236.79,229.32,227.04,221.9,221.9,221.06,214.9,309.47,299.68,292.61
2013-08-08,20130808,256.42,258.32,243.86,236.79,229.34,226.73,221.69,221.65,220.92,214.53,309.49,299.78,292.68
2013-08-09,20130809,256.25,258.15,243.82,236.79,229.41,226.61,221.52,221.46,220.84,214.17,309.5,299.86,292.74
2013-08-10,20130810,256.15,258.03,243.75,236.78,229.51,226.39,221.36,221.28,220.74,213.82,309.51,299.95,292.8
2013-08-11,20130811,256.07,257.92,243.69,236.78,229.62,226.16,221.2,221.11,220.62,213.51,309.5,300.05,292.85
2013-08-12,20130812,255.99,257.72,243.62,236.78,229.69,226.1,221.07,220.97,220.55,213.21,309.47,300.12,292.9
2013-08-13,20130813,255.76,257.28,243.54,236.77,229.73,226.3,220.96,220.84,220.46,212.91,309.44,300.13,292.92
2013-08-14,20130814,255.54,256.92,243.46,236.77,229.78,226.36,220.84,220.72,220.35,212.67,309.39,300.08,292.91
2013-08-15,20130815,255.35,256.68,243.38,236.77,229.85,226.49,220.75,220.62,220.31,212.44,309.32,300,292.88
2013-08-16,20130816,255.23,256.55,243.31,236.76,229.95,226.51,220.67,220.53,220.23,212.23,309.21,299.9,292.83
2013-08-17,20130817,255.19,256.52,243.27,236.76,230.06,226.31,220.57,220.43,220.08,212.09,309.08,299.8,292.77
2013-08-18,20130818,255.18,256.5,243.24,236.76,230.14,226.57,220.51,220.35,220.08,211.92,308.94,299.7,292.7
2013-08-19,20130819,255.22,256.55,243.19,236.76,230.19,226.49,220.46,220.3,220.04,211.78,308.72,299.59,292.62
2013-08-20,20130820,255.29,256.64,243.13,236.75,230.21,226.38,220.37,220.21,219.91,211.68,308.53,299.5,292.55
2013-08-21,20130821,255.37,256.79,243.09,236.75,230.24,226.58,220.29,220.13,219.81,211.61,308.4,299.43,292.49
2013-08-22,20130822,255.5,256.99,243.07,236.74,230.3,226.53,220.27,220.1,219.82,211.53,308.64,299.35,292.44
2013-08-23,20130823,255.6,257.11,243.07,236.74,230.37,226.55,220.26,220.08,219.81,211.45,309.2,299.29,292.38
2013-08-24,20130824,255.62,257.14,243.06,236.74,230.43,227.06,220.17,219.99,219.61,211.38,309.38,299.26,292.33
2013-08-25,20130825,255.62,257.16,243.04,236.74,230.47,227.5,220.17,219.98,219.68,211.32,309.44,299.28,292.32
2013-08-26,20130826,255.62,257.14,243.02,236.74,230.49,227.48,220.18,219.98,219.75,211.28,309.48,299.38,292.36
2013-08-27,20130827,255.63,257.18,243,236.73,230.5,227.99,220.1,219.91,219.6,211.25,309.47,299.5,292.44
2013-08-28,20130828,255.63,257.17,242.95,236.73,230.63,229.22,220.11,219.9,219.64,211.19,309.46,299.64,292.54
2013-08-29,20130829,255.6,257.13,242.92,236.73,230.78,229.89,220.22,219.98,219.82,211.14,309.47,299.77,292.64
2013-08-30,20130830,255.58,257.1,242.93,236.73,230.96,230.46,220.23,220,219.83,211.15,309.46,299.86,292.71
2013-08-31,20130831,255.57,257.12,242.97,236.73,231.15,231.52,220.24,220,219.84,211.2,309.42,299.91,292.76
2013-09-01,20130901,255.59,257.21,243.02,236.73,231.38,232.4,220.35,220.08,219.95,211.19,309.36,299.89,292.78
2013-09-02,20130902,255.63,257.33,243.09,236.73,231.59,232.93,220.52,220.23,220.1,211.14,309.26,299.84,292.78
2013-09-03,20130903,255.66,257.36,243.14,236.72,231.65,232.22,220.56,220.28,220.12,211.14,309.08,299.76,292.75
2013-09-04,20130904,255.64,257.32,243.21,236.72,231.5,231.57,220.55,220.28,220.09,211.16,308.89,299.67,292.7
2013-09-05,20130905,255.6,257.26,243.29,236.72,231.33,230.94,220.6,220.32,220.14,211.17,308.72,299.58,292.64
2013-09-06,20130906,255.53,257.16,243.4,236.73,231.08,229.97,220.62,220.36,220.14,211.16,308.51,299.47,292.56
2013-09-07,20130907,255.49,257.14,243.46,236.73,230.92,229.82,220.6,220.34,220.08,211.16,308.31,299.37,292.48
2013-09-08,20130908,255.55,257.27,243.51,236.73,230.74,228.83,220.63,220.38,220.14,211.15,308.14,299.26,292.39
2013-09-09,20130909,255.65,257.42,243.54,236.74,230.54,228.43,220.63,220.38,220.13,211.12,307.99,299.19,292.31
2013-09-10,20130910,255.71,257.48,243.51,236.73,230.51,229.16,220.59,220.36,220.07,211.11,307.82,299.12,292.24
2013-09-11,20130911,255.7,257.45,243.47,236.72,230.49,229.79,220.58,220.35,220.06,211.09,307.71,299.06,292.17
2013-09-12,20130912,255.68,257.44,243.48,236.72,230.46,230.48,220.62,220.38,220.13,211.07,307.64,299,292.11
2013-09-13,20130913,255.65,257.36,243.51,236.73,230.5,231.12,220.69,220.43,220.22,211.04,307.55,298.95,292.05
2013-09-14,20130914,255.57,257.24,243.51,236.73,230.61,231.82,220.73,220.48,220.24,211.07,307.42,298.91,291.99
2013-09-15,20130915,255.53,257.23,243.48,236.73,230.73,232.2,220.78,220.52,220.27,211.15,307.33,298.87,291.93
2013-09-16,20130916,255.54,257.24,243.48,236.73,230.82,232.43,220.91,220.63,220.37,211.17,307.24,298.83,291.87
2013-09-17,20130917,255.54,257.23,243.47,236.74,230.87,232.57,221.1,220.81,220.51,211.11,307.14,298.8,291.82
2013-09-18,20130918,255.51,257.24,243.49,236.74,230.9,232.62,221.18,220.9,220.55,211.08,307.06,298.77,291.76
2013-09-19,20130919,255.53,257.36,243.52,236.74,230.93,232.63,221.22,220.97,220.56,211.1,306.97,298.72,291.7
2013-09-20,20130920,255.58,257.48,243.54,236.74,230.95,232.6,221.34,221.09,220.67,211.11,306.88,298.68,291.65
2013-09-21,20130921,255.6,257.58,243.58,236.75,230.99,232.52,221.47,221.22,220.79,212.19,307.29,298.65,291.6
2013-09-22,20130922,255.64,257.64,243.6,236.75,230.98,232.41,221.54,221.3,220.85,212.74,308.86,298.63,291.56
2013-09-23,20130923,255.64,257.65,243.66,236.75,230.95,232.36,221.59,221.36,220.9,212.06,309.23,298.67,291.54
2013-09-24,20130924,255.63,257.69,243.73,236.75,230.9,232.31,221.63,221.42,220.94,211.72,309.18,298.74,291.59
2013-09-25,20130925,255.66,257.86,243.8,236.76,230.86,232.17,221.67,221.47,220.98,211.54,309.11,298.87,291.69
2013-09-26,20130926,255.76,258.12,243.85,236.77,230.8,232.06,221.69,221.49,220.99,211.45,309.14,298.94,291.8
2013-09-27,20130927,255.79,258.17,243.92,236.77,230.75,231.57,221.64,221.47,220.92,211.42,309.24,299,291.89
2013-09-28,20130928,255.7,258.01,244.01,236.78,230.55,230.67,221.59,221.44,220.88,211.42,309.22,299.04,291.96
2013-09-29,20130929,255.59,257.88,244.1,236.79,230.36,230.1,221.58,221.42,220.89,211.41,309.18,299.08,292.02
2013-09-30,20130930,255.53,257.84,244.17,236.8,230.24,229.78,221.51,221.36,220.83,211.44,309.19,299.12,292.08
2013-10-01,20131001,255.54,257.91,244.23,236.81,230.16,229.69,221.42,221.27,220.76,211.45,309.27,299.14,292.12
2013-10-02,20131002,255.54,257.92,244.25,236.81,230.21,230.12,221.35,221.2,220.73,211.44,309.29,299.16,292.15
2013-10-03,20131003,255.49,257.84,244.27,236.82,230.32,230.43,221.4,221.24,220.76,211.4,309.26,299.18,292.18
2013-10-04,20131004,255.45,257.8,244.26,236.82,230.46,230.72,221.53,221.49,220.73,211.4,309.11,299.18,292.19
2013-10-05,20131005,255.43,257.79,244.28,236.82,230.68,230.95,221.7,221.76,220.75,211.42,309.01,299.17,292.21
2013-10-06,20131006,255.44,257.78,244.32,236.84,230.91,231.1,221.91,222.04,220.9,211.38,308.9,299.14,292.2
2013-10-07,20131007,255.46,257.79,244.34,236.86,231.07,231.19,222.09,222.22,221.07,211.32,308.77,299.1,292.19
2013-10-08,20131008,255.48,257.81,244.36,236.88,231.16,231.27,222.17,222.3,221.13,211.32,308.69,299.07,292.16
2013-10-09,20131009,255.49,257.83,244.35,236.89,231.19,231.32,222.21,222.33,221.18,211.41,308.64,299.04,292.13
2013-10-10,20131010,255.48,257.77,244.28,236.89,231.18,231.35,222.22,222.35,221.21,211.55,308.58,299,292.08
2013-10-11,20131011,255.39,257.59,244.27,236.88,231.17,231.38,222.26,222.42,221.26,211.75,308.6,298.97,292.05
2013-10-12,20131012,255.41,257.71,244.3,236.88,231.18,231.4,222.3,222.57,221.3,211.96,308.78,298.95,292.01
2013-10-13,20131013,255.46,257.78,244.28,236.88,231.22,231.39,222.33,222.57,221.35,212.28,309.25,298.94,291.97
2013-10-14,20131014,255.49,257.78,244.29,236.89,231.25,231.36,222.32,222.6,221.34,212.61,309.45,298.97,291.97
2013-10-15,20131015,255.44,257.65,244.3,236.89,231.25,231.33,222.33,222.58,221.35,212.93,309.5,299.05,292.02
2013-10-16,20131016,255.43,257.68,244.27,236.89,231.26,231.3,222.36,222.58,221.39,213.15,309.52,299.17,292.11
2013-10-17,20131017,255.49,257.68,244.28,236.91,231.29,231.31,222.33,222.53,221.35,213.34,309.54,299.3,292.25
2013-10-18,20131018,255.46,257.65,244.29,236.92,231.3,231.28,222.34,222.52,221.36,213.5,309.52,299.41,292.36
2013-10-19,20131019,255.45,257.69,244.31,236.92,231.32,231.27,222.39,222.55,221.42,213.61,309.53,299.49,292.45
2013-10-20,20131020,255.46,257.7,244.35,236.93,231.34,231.26,222.35,222.52,221.36,213.74,309.53,299.55,292.52
2013-10-21,20131021,255.42,257.6,244.35,236.93,231.31,231.16,222.32,222.49,221.32,213.89,309.53,299.59,292.58
2013-10-22,20131022,255.37,257.54,244.33,236.93,231.24,231.08,222.35,222.51,221.37,213.95,309.54,299.61,292.61
2013-10-23,20131023,255.37,257.58,244.31,236.93,231.23,231.38,222.43,222.59,221.46,214.27,309.55,299.63,292.64
2013-10-24,20131024,255.4,257.61,244.28,236.93,231.38,231.77,222.51,222.66,221.52,215.71,309.56,299.65,292.66
2013-10-25,20131025,255.36,257.51,244.28,236.93,231.56,231.92,222.55,222.69,221.57,216.15,309.56,299.66,292.68
2013-10-26,20131026,255.39,257.58,244.3,236.94,231.72,231.97,222.6,222.73,221.62,216.3,309.56,299.67,292.69
2013-10-27,20131027,255.41,257.58,244.35,236.95,231.8,231.97,222.63,222.76,221.65,216.39,309.56,299.69,292.71
2013-10-28,20131028,255.38,257.49,244.31,236.96,231.8,231.93,222.63,222.76,221.65,216.42,309.53,299.68,292.72
2013-10-29,20131029,255.34,257.4,244.2,236.96,231.75,231.87,222.59,222.72,221.6,216.44,309.57,299.67,292.72
2013-10-30,20131030,255.3,257.3,244.13,236.95,231.71,231.8,222.59,222.72,221.6,216.44,309.58,299.69,292.73
2013-10-31,20131031,255.23,257.17,244.1,236.94,231.67,231.72,222.62,222.74,221.64,216.44,309.58,299.71,292.74
2013-11-01,20131101,255.21,257.17,244.08,236.94,231.65,231.64,222.62,222.74,221.65,216.43,309.6,299.73,292.75
2013-11-02,20131102,255.21,257.12,244.05,236.94,231.65,231.54,222.61,222.74,221.64,216.41,309.61,299.76,292.77
2013-11-03,20131103,255.16,256.93,244,236.94,231.64,231.46,222.61,222.74,221.64,216.39,309.62,299.82,292.8
2013-11-04,20131104,255.06,256.74,243.92,236.94,231.57,231.15,222.53,222.66,221.54,216.3,309.62,299.9,292.85
2013-11-05,20131105,255.05,256.79,243.8,236.92,231.36,230.58,222.37,222.51,221.41,215.78,309.61,299.99,292.89
2013-11-06,20131106,255.09,256.83,243.75,236.91,231.23,230.58,222.44,222.58,221.48,215.86,309.62,300.09,292.94
2013-11-07,20131107,255.16,256.98,243.74,236.9,231.2,230.63,222.46,222.61,221.5,215.91,309.64,300.19,292.99
2013-11-08,20131108,255.24,257.13,243.74,236.9,231.18,230.66,222.47,222.61,221.49,215.95,309.65,300.29,293.05
2013-11-09,20131109,255.34,257.29,243.72,236.9,231.15,230.67,222.44,222.6,221.45,215.99,309.66,300.42,293.1
2013-11-10,20131110,255.42,257.4,243.69,236.89,231.09,230.67,222.46,222.6,221.47,216.03,309.67,300.63,293.16
2013-11-11,20131111,255.48,257.46,243.67,236.87,231.01,230.65,222.48,222.62,221.5,216.05,309.67,301.01,293.23
2013-11-12,20131112,255.52,257.49,243.64,236.86,230.92,230.61,222.49,222.63,221.5,216.05,309.66,301.23,293.3
2013-11-13,20131113,255.52,257.42,243.66,236.85,230.8,230.26,222.42,222.55,221.42,215.92,309.66,301.3,293.37
2013-11-14,20131114,256.2,257.26,243.7,236.85,230.54,229.56,222.24,222.33,221.32,215.42,309.68,301.3,293.42
2013-11-15,20131115,257.02,257.35,243.71,236.86,230.28,229.07,222.09,222.13,221.24,215.02,309.67,301.31,293.45
2013-11-16,20131116,256.19,257.36,243.64,236.84,230.07,228.76,221.93,221.93,221.15,214.69,309.66,301.29,293.47
2013-11-17,20131117,255.68,257.22,243.57,236.83,229.92,228.58,221.79,221.76,221.07,214.41,309.67,301.25,293.48
2013-11-18,20131118,257.24,257.24,243.54,236.82,229.79,228.43,221.65,221.6,221,214.14,309.69,301.23,293.49
2013-11-19,20131119,256.53,257.38,243.55,236.81,229.68,228.33,221.53,221.47,220.93,213.93,309.7,301.24,293.5
2013-11-20,20131120,255.83,257.35,243.55,236.83,229.61,228.27,221.42,221.35,220.88,215.32,309.75,302.58,293.52
2013-11-21,20131121,255.71,257.27,243.52,236.86,229.59,228.21,221.33,221.26,220.83,215.09,309.69,304.07,293.62
2013-11-22,20131122,255.57,257.05,243.51,236.86,229.57,228.14,221.25,221.16,220.78,214.39,309.65,303.78,293.81
2013-11-23,20131123,255.49,257.01,243.47,236.84,229.56,228.09,221.17,221.07,220.72,213.82,309.65,303.32,293.94
2013-11-24,20131124,255.45,256.98,243.42,236.83,229.58,228.1,221.09,220.99,220.68,213.44,309.66,303.28,293.99
2013-11-25,20131125,255.44,256.99,243.4,236.82,229.62,228.08,221.04,220.93,220.64,213.15,309.68,303.7,294.03
2013-11-26,20131126,255.44,256.96,243.43,236.83,229.63,227.98,220.98,220.87,220.59,212.9,309.69,304.07,294.09
2013-11-27,20131127,255.44,256.98,243.46,236.84,229.59,227.84,220.93,220.81,220.55,212.69,309.69,304.29,294.15
2013-11-28,20131128,255.45,256.99,243.42,236.84,229.56,227.92,220.88,220.75,220.52,212.52,309.68,304.39,294.21
2013-11-29,20131129,255.46,256.97,243.38,236.84,229.57,228.02,220.84,220.71,220.49,212.39,309.68,304.49,294.27
2013-11-30,20131130,255.47,256.97,243.37,236.83,229.58,228.11,220.81,220.67,220.47,212.27,309.69,304.58,294.32
2013-12-01,20131201,255.5,257.01,243.38,236.82,229.58,228.17,220.78,220.64,220.44,212.17,309.7,304.64,294.38
2013-12-02,20131202,255.53,257.04,243.44,236.82,229.57,228.15,220.75,220.6,220.42,212.06,309.71,304.69,294.43
2013-12-03,20131203,255.54,256.98,243.47,236.83,229.56,228.14,220.73,220.58,220.4,211.97,309.71,304.7,294.47
2013-12-04,20131204,255.47,256.65,243.44,236.83,229.55,228.11,220.72,220.56,220.4,211.89,309.72,304.71,294.51
2013-12-05,20131205,255.36,256.36,243.42,236.83,229.56,228.08,220.7,220.54,220.38,211.81,309.74,304.79,294.54
2013-12-06,20131206,255.32,256.24,243.42,236.82,229.6,228.08,220.68,220.52,220.37,212.13,309.8,304.91,294.57
2013-12-07,20131207,255.26,255.77,243.38,236.88,229.7,228.17,220.68,220.52,220.38,213.74,310.14,305.04,294.61
2013-12-08,20131208,255.15,255.22,243.34,236.87,229.81,228.23,220.68,220.53,220.38,213,309.87,305,294.7
2013-12-09,20131209,255.1,254.8,243.3,236.85,229.88,228.23,220.67,220.53,220.37,212.52,309.8,304.96,294.8
2013-12-10,20131210,255.09,254.57,243.31,236.84,229.93,228.22,220.66,220.53,220.36,212.22,309.81,304.97,294.88
2013-12-11,20131211,255.13,254.76,243.29,236.83,229.95,228.26,220.65,220.52,220.35,212.03,309.83,304.97,294.91
2013-12-12,20131212,255.21,255.09,243.27,236.83,229.95,228.24,220.65,220.51,220.35,211.89,309.8,304.99,294.93
2013-12-13,20131213,255.3,255.34,243.24,236.82,229.93,228.23,220.63,220.49,220.32,211.79,309.8,305,294.95
2013-12-14,20131214,255.37,255.11,243.23,236.81,229.93,228.24,220.61,220.47,220.29,211.71,309.8,305.01,294.98
2013-12-15,20131215,255.36,254.66,243.25,236.81,229.95,228.29,220.59,220.45,220.26,211.66,309.79,305.02,295.02
2013-12-16,20131216,255.37,254.34,243.25,236.81,229.98,228.32,220.57,220.44,220.24,211.66,309.78,305.01,295.06
2013-12-17,20131217,255.41,254.11,243.24,236.81,230.01,228.32,220.56,220.43,220.23,211.68,309.77,305,295.09
2013-12-18,20131218,255.47,254.01,243.27,236.82,230.04,228.33,220.54,220.41,220.22,211.64,309.76,304.99,295.12
2013-12-19,20131219,255.54,254.03,243.24,236.82,230.09,228.34,220.53,220.41,220.21,211.6,309.74,304.95,295.13
2013-12-20,20131220,255.62,253.96,243.19,236.82,230.22,228.88,220.53,220.43,220.2,211.56,309.74,304.92,295.12
2013-12-21,20131221,255.69,253.78,243.16,236.82,230.54,229.78,220.54,220.46,220.21,211.52,309.74,304.9,295.09
2013-12-22,20131222,255.76,253.68,243.12,236.82,230.85,230.21,220.66,220.7,220.25,211.49,309.73,304.88,295.05
2013-12-23,20131223,255.83,253.8,243.12,236.81,231.07,230.35,221.22,221.55,220.5,211.49,309.78,304.87,295.02
2013-12-24,20131224,255.91,253.89,243.15,236.82,231.07,229.82,221.56,221.76,220.77,211.48,309.77,304.86,294.99
2013-12-25,20131225,255.99,253.93,243.16,236.82,230.99,229.52,221.58,221.73,220.83,211.49,309.77,304.89,294.95
2013-12-26,20131226,256.06,253.91,243.17,236.82,230.91,229.26,221.53,221.63,220.82,211.5,309.77,304.93,294.95
2013-12-27,20131227,256.11,253.63,243.18,236.82,230.83,229.09,221.46,221.54,220.8,211.5,309.77,304.96,294.97
2013-12-28,20131228,256.15,252.81,243.2,236.81,230.73,228.99,221.39,221.44,220.77,211.5,309.74,304.91,295
2013-12-29,20131229,256.18,251.93,243.18,236.8,230.61,228.9,221.32,221.34,220.73,211.49,309.73,304.78,294.99
2013-12-30,20131230,256.21,251.16,243.15,236.78,230.5,228.78,221.25,221.25,220.67,211.51,309.75,304.85,294.95
2013-12-31,20131231,256.23,250.59,243.13,236.77,230.38,228.63,221.18,221.16,220.64,211.56,309.74,304.86,294.93
2014-01-01,20140101,256.25,250.12,243.12,236.76,230.25,228.56,221.14,221.1,220.64,211.52,309.74,304.87,294.93
2014-01-02,20140102,256.27,249.78,243.11,236.75,230.14,228.46,221.08,221.03,220.59,211.53,309.74,304.86,294.93
2014-01-03,20140103,256.29,249.58,243.1,236.74,230.04,228.36,221.02,220.97,220.55,211.53,309.73,304.85,294.93
2014-01-04,20140104,256.29,249.49,243.06,236.73,229.96,228.32,220.97,220.9,220.52,211.5,309.72,304.81,294.91
2014-01-05,20140105,256.3,249.43,243.03,236.73,229.92,228.3,220.93,220.85,220.49,211.48,309.72,304.8,294.9
2014-01-06,20140106,256.3,249.39,243.03,236.72,229.9,228.24,220.89,220.81,220.46,211.46,309.74,304.85,294.89
2014-01-07,20140107,256.29,249.38,243.03,236.7,229.87,228.17,220.84,220.75,220.43,211.44,309.74,304.89,294.89
2014-01-08,20140108,256.29,249.4,243.04,236.7,229.87,228.14,220.8,220.71,220.4,211.44,309.74,304.92,294.92
2014-01-09,20140109,256.29,249.45,243.06,236.7,229.91,228.13,220.77,220.67,220.38,211.43,309.73,304.92,294.95
2014-01-10,20140110,256.29,249.5,243.1,236.7,229.97,228.11,220.74,220.64,220.36,211.43,309.73,304.93,294.99
2014-01-11,20140111,256.28,249.55,243.12,236.7,230.07,228.15,220.71,220.61,220.34,211.42,309.73,304.91,295.02
2014-01-12,20140112,256.27,249.57,243.14,236.7,230.2,228.19,220.69,220.59,220.33,211.42,309.73,304.92,295.04
2014-01-13,20140113,256.27,249.64,243.16,236.71,230.31,228.18,220.69,220.57,220.21,211.41,309.75,304.96,295.08
2014-01-14,20140114,256.27,249.68,243.2,236.72,230.41,228.14,220.68,220.56,220.18,211.39,309.76,304.98,295.11
2014-01-15,20140115,256.34,249.7,243.26,236.73,230.52,228.15,220.65,220.53,220.11,211.39,309.77,304.99,295.14
2014-01-16,20140116,256.31,249.74,243.31,236.75,230.66,228.18,220.59,220.47,219.98,211.39,309.76,304.99,295.17
2014-01-17,20140117,256.3,249.77,243.35,236.76,230.83,228.21,220.59,220.46,220.04,211.33,309.76,304.98,295.2
2014-01-18,20140118,256.29,249.77,243.38,236.78,231.04,228.27,220.59,220.46,220.08,211.28,309.75,304.97,295.22
2014-01-19,20140119,256.29,249.73,243.38,236.8,231.23,228.33,220.59,220.46,220.08,211.27,309.75,304.95,295.23
2014-01-20,20140120,256.29,249.66,243.35,236.82,231.36,228.36,220.59,220.46,220.09,211.27,309.75,304.94,295.23
2014-01-21,20140121,256.3,249.58,243.33,236.83,231.44,228.35,220.6,220.46,220.09,211.28,309.76,304.94,295.23
2014-01-22,20140122,256.31,249.52,243.35,236.85,231.5,228.32,220.57,220.43,219.99,211.3,309.76,304.95,295.24
2014-01-23,20140123,256.32,249.47,243.31,236.87,231.58,228.31,220.52,220.39,219.89,211.29,309.74,304.93,295.24
2014-01-24,20140124,256.33,249.42,243.21,236.88,231.73,228.35,220.54,220.4,220,211.23,309.74,304.91,295.22
2014-01-25,20140125,256.34,249.38,243.18,236.9,231.9,228.39,220.57,220.42,220.05,211.22,309.75,304.93,295.22
2014-01-26,20140126,256.36,249.35,243.16,236.93,232.02,228.43,220.58,220.43,220.06,211.24,309.77,304.98,295.24
2014-01-27,20140127,256.38,249.32,243.1,236.95,232.1,228.46,220.58,220.43,220.08,211.29,309.77,305,295.26
2014-01-28,20140128,256.38,249.28,243.05,236.96,232.16,228.51,220.58,220.43,220.08,211.34,309.78,305.03,295.31
2014-01-29,20140129,256.4,249.25,243.05,236.99,232.19,228.55,220.6,220.45,220.1,211.38,309.78,305.06,295.38
2014-01-30,20140130,256.4,249.25,243.04,237.01,232.2,228.53,220.6,220.45,220.1,211.4,309.78,305.07,295.47
2014-01-31,20140131,256.41,249.27,243,237.03,232.22,228.5,220.61,220.46,220.11,211.44,309.78,305.07,295.57
2014-02-01,20140201,256.42,249.31,243.01,237.06,232.29,228.51,220.63,220.48,220.12,211.46,309.8,305.09,295.67
2014-02-02,20140202,256.43,249.33,243.06,237.09,232.34,228.53,220.63,220.48,220.13,212.16,309.79,305.09,295.76
2014-02-03,20140203,256.44,249.34,243.06,237.12,232.37,228.49,220.64,220.49,220.13,212.74,309.77,305.07,295.83
2014-02-04,20140204,256.46,249.34,243.07,237.14,232.4,228.46,220.64,220.49,220.13,212.22,309.77,305.06,295.89
2014-02-05,20140205,256.49,249.36,243.11,237.16,232.45,228.48,220.64,220.5,220.14,211.96,309.78,305.08,295.93
2014-02-06,20140206,256.53,249.4,243.18,237.2,232.53,228.54,220.65,220.51,220.15,213.24,309.82,305.15,295.98
2014-02-07,20140207,256.58,249.46,243.2,237.26,232.64,228.57,220.67,220.54,220.17,212.94,309.81,305.12,296.07
2014-02-08,20140208,256.63,249.53,243.22,237.31,232.76,228.6,220.68,220.55,220.18,213.21,309.83,305.13,296.15
2014-02-09,20140209,256.68,249.61,243.25,237.36,232.89,228.67,220.68,220.57,220.18,215.07,309.82,305.12,296.22
2014-02-10,20140210,256.73,249.68,243.26,237.4,232.96,228.68,220.69,220.59,220.18,214.32,309.82,305.12,296.28
2014-02-11,20140211,256.79,249.73,243.3,237.43,232.99,228.7,220.71,220.61,220.19,213.54,309.8,305.1,296.33
2014-02-12,20140212,256.85,249.77,243.33,237.45,233.02,228.73,220.72,220.62,220.19,213.01,309.8,305.09,296.35
2014-02-13,20140213,256.91,249.76,243.35,237.48,233.05,228.72,220.72,220.62,220.19,212.64,309.79,305.09,296.34
2014-02-14,20140214,256.97,249.74,243.37,237.51,233.1,228.72,220.73,220.64,220.2,212.38,309.8,305.09,296.34
2014-02-15,20140215,257.04,249.85,243.37,237.54,233.14,228.7,220.74,220.64,220.2,212.19,309.79,305.07,296.33
2014-02-16,20140216,257.1,249.96,243.35,237.56,233.16,228.73,220.74,220.65,220.2,212.04,309.8,305.07,296.32
2014-02-17,20140217,257.16,249.97,243.36,237.58,233.17,228.75,220.75,220.65,220.21,211.93,309.78,305.05,296.31
2014-02-18,20140218,257.21,249.95,243.38,237.58,233.13,228.7,220.76,220.66,220.21,211.83,309.77,305.04,296.28
2014-02-19,20140219,257.25,249.94,243.38,237.57,233.09,228.72,220.76,220.66,220.21,211.77,309.76,305.02,296.22
