"date","ymd","CalaverasReservoir","F2","F3E","F3W","F4","F6","ReadyMix","SanAntonioReservoir"
2011-08-06,"20110806",703.3,-999,200.690833333333,222.5371875,241.312291666667,-999,256.985833333333,466.2
2011-08-07,"20110807",703.6,-999,200.038229166667,222.420625,240.957916666667,-999,256.925416666667,466.1
2011-08-08,"20110808",703.1,-999,199.609791666667,222.284166666667,240.7403125,-999,256.742604166667,466.1
2011-08-09,"20110809",703.6,-999,199.899166666667,222.109270833333,240.431145833333,-999,256.4325,466
2011-08-10,"20110810",703.5,-999,200.211458333333,221.902708333333,239.8775,-999,256.300833333333,466
2011-08-11,"20110811",703.6,-999,200.5296875,221.672291666667,239.401666666667,-999,256.429791666667,465.8
2011-08-12,"20110812",703.6,-999,200.8359375,221.489270833333,239.0325,-999,256.451875,465.7
2011-08-13,"20110813",703.5,-999,201.167291666667,221.306666666667,238.7209375,-999,256.381979166667,465.7
2011-08-14,"20110814",703.5,-999,201.4609375,221.1159375,238.588229166667,-999,256.621979166667,465.6
2011-08-15,"20110815",703.5,-999,201.742395833333,220.949791666667,238.553854166667,-999,256.733958333333,465.6
2011-08-16,"20110816",703.5,-999,202.0453125,220.751354166667,238.340833333333,-999,256.6165625,465.4
2011-08-17,"20110817",703.4,-999,202.312083333333,220.5284375,238.158020833333,-999,256.517604166667,465.4
2011-08-18,"20110818",703.4,-999,202.5896875,220.341979166667,237.9153125,-999,256.563020833333,465.4
2011-08-19,"20110819",703.4,-999,202.857395833333,220.1715625,237.510520833333,-999,256.586041666667,465.3
2011-08-20,"20110820",703.5,-999,203.1403125,219.9621875,237.183854166667,-999,256.478854166667,465.2
2011-08-21,"20110821",703.4,-999,203.394166666667,219.746875,236.9115625,-999,256.629895833333,465.1
2011-08-22,"20110822",703.4,-999,203.658020833333,219.53125,236.732604166667,-999,256.684895833333,465
2011-08-23,"20110823",703.3,-999,203.924791666667,219.167708333333,236.56625,-999,256.623645833333,464.8
2011-08-24,"20110824",703.4,-999,204.1421875,218.91,236.343125,-999,256.479479166667,464.8
2011-08-25,"20110825",703.4,-999,204.365520833333,218.646041666667,236.2153125,-999,256.373854166667,464.9
2011-08-26,"20110826",703.4,-999,204.587708333333,218.419166666667,235.994479166667,-999,256.324479166667,464.9
2011-08-27,"20110827",703.3,-999,204.812708333333,218.173541666667,235.7421875,-999,256.40125,464.9
2011-08-28,"20110828",703.3,-999,205.013854166667,217.941979166667,235.453854166667,-999,256.684583333333,464.9
2011-08-29,"20110829",703.3,-999,205.1990625,217.671041666667,235.2578125,-999,256.785729166667,464.8
2011-08-30,"20110830",703.3,-999,205.403020833333,217.390520833333,235.064270833333,-999,256.868125,464.8
2011-08-31,"20110831",703.3,-999,205.5840625,217.075,234.879166666667,-999,256.929270833333,464.8
2011-09-01,"20110901",703.1,-999,205.763854166667,216.758020833333,234.801354166667,-999,256.828229166667,465.1
2011-09-02,"20110902",702.9,-999,205.9521875,216.429895833333,234.611875,-999,256.7209375,465.1
2011-09-03,"20110903",702.8,-999,206.074583333333,216.108020833333,234.387395833333,-999,256.818125,465.1
2011-09-04,"20110904",702.8,-999,206.224375,215.758020833333,234.266458333333,-999,257.095416666667,465.3
2011-09-05,"20110905",702.7,-999,206.357916666667,215.426041666667,234.164791666667,-999,257.418020833333,465.3
2011-09-06,"20110906",702.7,-999,206.511875,215.07125,233.996666666667,-999,257.5140625,465.3
2011-09-07,"20110907",702.6,-999,206.6265625,214.658958333333,233.689375,-999,257.3825,465.3
2011-09-08,"20110908",702.6,-999,206.745208333333,214.21125,233.619583333333,-999,257.293854166667,465.5
2011-09-09,"20110909",702.3,-999,206.848020833333,213.764395604396,233.354404761905,-999,257.189885057471,465.5
2011-09-10,"20110910",702.3,-999,206.9515625,213.323333333333,233.014270833333,-999,257.187604166667,465.5
2011-09-11,"20110911",702.2,-999,207.064375,212.854375,232.760520833333,-999,257.316666666667,465.5
2011-09-12,"20110912",702.2,-999,207.156979166667,212.354375,232.5703125,-999,257.366458333333,465.5
2011-09-13,"20110913",702.2,-999,207.2528125,211.860729166667,232.364270833333,-999,257.2440625,465.5
2011-09-14,"20110914",702.2,-999,207.332604166667,211.324895833333,232.406458333333,-999,257.1603125,465.5
2011-09-15,"20110915",702.2,-999,207.425208333333,210.797291666667,232.030416666667,-999,257.057604166667,465.4
2011-09-16,"20110916",702.2,-999,207.481458333333,210.2378125,231.630416666667,-999,257.079375,465.4
2011-09-17,"20110917",702.2,-999,207.582708333333,209.7215625,231.3521875,-999,257.0784375,465.4
2011-09-18,"20110918",702.2,-999,207.675729166667,209.181666666667,231.304583333333,-999,257.218125,465.4
2011-09-19,"20110919",702.2,-999,207.734375,208.595,231.226041666667,-999,257.23625,465.4
2011-09-20,"20110920",702.2,-999,207.697604166667,207.946041666667,231.004270833333,-999,256.914583333333,465.3
2011-09-21,"20110921",702.2,-999,207.261458333333,207.256770833333,230.869895833333,-999,256.549583333333,465.3
2011-09-22,"20110922",702.2,-999,206.765416666667,206.515520833333,230.708125,-999,256.123229166667,465.4
2011-09-23,"20110923",702.2,-999,206.315833333333,205.750833333333,230.251041666667,-999,255.762604166667,465.4
2011-09-24,"20110924",702.2,-999,205.7840625,205.660833333333,230.08375,-999,255.457083333333,465.4
2011-09-25,"20110925",702,-999,204.974375,206.730833333333,230.102916666667,-999,255.323854166667,465.3
2011-09-26,"20110926",702,-999,204.338229166667,207.764166666667,230.096354166667,-999,255.170625,465.2
2011-09-27,"20110927",702,-999,204.190625,208.753541666667,230.1784375,-999,255.17,465.2
2011-09-28,"20110928",702,-999,204.078958333333,209.7146875,230.205729166667,-999,255.146666666667,465.2
2011-09-29,"20110929",702,-999,203.931041666667,210.5590625,229.9634375,-999,255.246145833333,465.2
2011-09-30,"20110930",701.9,-999,203.783541666667,211.343645833333,229.842395833333,-999,255.192604166667,465.1
2011-10-01,"20111001",701.9,-999,203.6678125,212.076979166667,229.849583333333,-999,254.9984375,465.2
2011-10-02,"20111002",702,-999,203.537395833333,212.746458333333,229.863333333333,-999,254.94375,465.1
2011-10-03,"20111003",701.9,-999,203.394583333333,213.401666666667,229.794583333333,-999,254.8009375,465.1
2011-10-04,"20111004",701.9,-999,203.257708333333,214.05,229.713333333333,-999,254.801354166667,465.1
2011-10-05,"20111005",702.1,-999,203.173020833333,214.609270833333,229.661979166667,-999,254.8040625,465.1
2011-10-06,"20111006",702.2,-999,203.080520833333,215.131770833333,229.688854166667,-999,254.795416666667,465.1
2011-10-07,"20111007",702.2,-999,202.9465625,215.6078125,229.577604166667,-999,254.9678125,465.1
2011-10-08,"20111008",702.2,-999,202.826666666667,216.0575,229.4615625,-999,255.175520833333,465.1
2011-10-09,"20111009",702.1,-999,202.697083333333,216.424895833333,229.451458333333,-999,255.480833333333,465.1
2011-10-10,"20111010",702.1,-999,202.549791666667,216.805416666667,229.44625,-999,255.5790625,465.1
2011-10-11,"20111011",702.1,-999,202.440625,217.142395833333,229.3809375,-999,255.458125,465.1
2011-10-12,"20111012",702.2,-999,202.34,217.423541666667,229.165833333333,-999,255.386041666667,465.1
2011-10-13,"20111013",702.3,-999,202.213854166667,217.626354166667,229.031770833333,-999,255.36,465.1
2011-10-14,"20111014",702.2,-999,202.101666666667,217.8390625,228.8165625,-999,255.299270833333,465.1
2011-10-15,"20111015",702.2,-999,201.968333333333,218.041145833333,228.746458333333,-999,255.4121875,465.1
2011-10-16,"20111016",702.1,-999,201.844583333333,218.216145833333,228.729895833333,-999,255.677083333333,465.1
2011-10-17,"20111017",702.2,-999,201.713020833333,218.3753125,228.619166666667,-999,255.757083333333,465
2011-10-18,"20111018",702.2,-999,201.60125,218.528958333333,228.463125,-999,255.523020833333,465
2011-10-19,"20111019",702.1,-999,201.496354166667,218.655520833333,228.253333333333,-999,255.4921875,465
2011-10-20,"20111020",702.2,-999,201.372604166667,218.7709375,228.16375,-999,255.485729166667,465
2011-10-21,"20111021",702.2,-999,201.2596875,218.8490625,228.081354166667,-999,255.493645833333,465
2011-10-22,"20111022",702.2,-999,201.151770833333,218.907291666667,228.0521875,-999,255.688645833333,465.1
2011-10-23,"20111023",701.5,-999,201.0475,218.961979166667,228.074375,-999,255.997916666667,465.3
2011-10-24,"20111024",701.2,-999,200.935208333333,218.9803125,228.039375,-999,256.043541666667,465.7
2011-10-25,"20111025",700.9,-999,200.830833333333,219.018958333333,228.055104166667,-999,255.9015625,465.9
2011-10-26,"20111026",700.6,-999,200.7378125,219.025104166667,228.066666666667,-999,255.815520833333,466.1
2011-10-27,"20111027",700.1,-999,200.629479166667,219.033125,228.06375,-999,255.772291666667,466.2
2011-10-28,"20111028",699.9,-999,200.528645833333,219.010104166667,227.937708333333,-999,255.846354166667,466.3
2011-10-29,"20111029",699.4,-999,200.403333333333,219.005416666667,227.8996875,-999,255.920416666667,466.4
2011-10-30,"20111030",699,-999,200.298229166667,218.975833333333,227.910729166667,-999,256.090208333333,466.5
2011-10-31,"20111031",698.8,-999,200.193333333333,218.936875,227.788541666667,-999,256.1878125,466.7
2011-11-01,"20111101",698.4,-999,199.59875,218.894166666667,227.706041666667,-999,256.162083333333,466.8
2011-11-02,"20111102",698.1,-999,198.988125,218.846458333333,227.790104166667,-999,256.1484375,466.9
2011-11-03,"20111103",698,-999,198.93125,218.812291666667,228.008541666667,-999,256.046770833333,466.9
2011-11-04,"20111104",698,-999,198.868333333333,218.816354166667,228.257708333333,-999,256.0140625,466.7
2011-11-05,"20111105",697.9,-999,198.991979166667,218.611145833333,228.4728125,-999,256.138125,466.6
2011-11-06,"20111106",698.1,-999,199.171875,218.416875,228.513958333333,-999,256.4265625,466.5
2011-11-07,"20111107",698.1,-999,199.310416666667,218.2271875,228.555416666667,-999,256.510416666667,466.4
2011-11-08,"20111108",698,-999,199.434479166667,218.0665625,228.752083333333,-999,256.428020833333,466.2
2011-11-09,"20111109",698,-999,199.557083333333,218.066041666667,228.766979166667,-999,256.371041666667,466
2011-11-10,"20111110",697.9,-999,199.683125,217.89625,228.777083333333,-999,256.266041666667,466.2
2011-11-11,"20111111",698,-999,199.810208333333,217.700625,228.778645833333,-999,255.951458333333,466
2011-11-12,"20111112",698.2,-999,199.943541666667,217.5378125,228.7675,-999,255.7659375,465.8
2011-11-13,"20111113",698.2,-999,200.0609375,217.351666666667,228.727604166667,-999,255.762395833333,465.7
2011-11-14,"20111114",698.3,-999,200.157395833333,217.181145833333,228.698020833333,-999,255.608854166667,465.6
2011-11-15,"20111115",698.2,-999,200.2684375,217.032916666667,228.714895833333,-999,255.258229166667,465.6
2011-11-16,"20111116",698.2,-999,199.506666666667,216.8121875,229.006770833333,-999,254.851458333333,465.5
2011-11-17,"20111117",698.2,-999,198.591145833333,216.847708333333,229.506875,-999,254.470729166667,465.3
2011-11-18,"20111118",698.2,-999,198.686770833333,216.802916666667,229.480416666667,-999,254.388645833333,465.2
2011-11-19,"20111119",698.2,-999,198.809479166667,216.695208333333,229.4421875,-999,254.541666666667,464.9
2011-11-20,"20111120",698.2,-999,198.910625,216.503541666667,229.384479166667,-999,254.8690625,464.7
2011-11-21,"20111121",698.3,-999,198.9278125,216.394270833333,229.4140625,-999,255.030833333333,464.5
2011-11-22,"20111122",698.2,-999,198.59109375,216.3084375,229.559791666667,-999,255.023333333333,464.5
2011-11-23,"20111123",698.1,-999,-999,216.239583333333,229.9,-999,254.796770833333,464.5
2011-11-24,"20111124",698.3,-999,-999,216.16625,229.862604166667,-999,254.684895833333,464
2011-11-25,"20111125",698.2,-999,-999,216.130104166667,229.80125,-999,254.6934375,464.1
2011-11-26,"20111126",698.2,-999,-999,216.133958333333,229.747291666667,-999,254.678541666667,463.8
2011-11-27,"20111127",698.2,-999,-999,215.988854166667,229.676145833333,-999,254.676354166667,463.7
2011-11-28,"20111128",698.2,-999,-999,215.943645833333,229.724270833333,-999,254.58,463.6
2011-11-29,"20111129",698.2,-999,-999,215.922083333333,230.123125,-999,254.452916666667,463.5
2011-11-30,"20111130",697.8,-999,-999,216.0359375,230.1484375,-999,254.400833333333,463.5
2011-12-01,"20111201",697.5,-999,-999,216.1684375,230.081875,-999,254.382604166667,463.7
2011-12-02,"20111202",697.3,-999,-999,216.1190625,230.105729166667,-999,254.4153125,463.8
2011-12-03,"20111203",697,-999,-999,216.0765625,230.391354166667,-999,254.508333333333,463.9
2011-12-04,"20111204",696.6,-999,-999,216.303541666667,230.34625,-999,254.801354166667,464.2
2011-12-05,"20111205",696.2,-999,-999,216.461354166667,230.255520833333,-999,254.9546875,464.2
2011-12-06,"20111206",696,-999,-999,215.956458333333,230.189479166667,-999,254.640416666667,464.2
2011-12-07,"20111207",695.8,-999,-999,216.4253125,230.105416666667,-999,254.2515625,464
2011-12-08,"20111208",695.5,-999,-999,216.223020833333,230.079479166667,-999,254.139375,463.9
2011-12-09,"20111209",695.1,-999,-999,216.140104166667,230.296354166667,-999,254.156770833333,463.9
2011-12-10,"20111210",694.8,-999,-999,215.934791666667,230.486354166667,-999,254.359479166667,463.8
2011-12-11,"20111211",694.5,-999,-999,215.740625,230.435520833333,-999,254.7196875,463.8
2011-12-12,"20111212",694.2,-999,-999,215.766666666667,230.436145833333,-999,254.840625,463.7
2011-12-13,"20111213",693.9,-999,-999,215.702916666667,230.4621875,-999,254.788958333333,463.7
2011-12-14,"20111214",693.6,-999,-999,215.522395833333,230.454895833333,-999,254.7559375,463.5
2011-12-15,"20111215",693.3,-999,-999,214.917291666667,230.508229166667,-999,254.734270833333,463.3
2011-12-16,"20111216",693,-999,-999,214.24875,230.856041666667,-999,254.870208333333,463.2
2011-12-17,"20111217",692.7,-999,-999,213.693854166667,230.8040625,-999,255.067291666667,463.1
2011-12-18,"20111218",692.5,-999,-999,213.011875,230.72,-999,255.3528125,463.1
2011-12-19,"20111219",692.2,-999,-999,212.416979166667,230.7321875,-999,255.496041666667,463.1
2011-12-20,"20111220",691.76,-999,-999,211.810104166667,230.851458333333,-999,255.1878125,463
2011-12-21,"20111221",691.33,-999,-999,211.213854166667,230.901145833333,-999,254.809270833333,463
2011-12-22,"20111222",690.89,-999,-999,210.59625,230.9221875,-999,254.434895833333,463
2011-12-23,"20111223",690.46,-999,-999,209.909895833333,230.850729166667,-999,254.095416666667,462.7
2011-12-24,"20111224",690.02,-999,-999,209.229895833333,230.7446875,-999,253.956145833333,462.7
2011-12-25,"20111225",689.58,-999,-999,208.515729166667,230.666354166667,-999,253.965416666667,462.6
2011-12-26,"20111226",689.15,-999,-999,207.8965625,230.595,-999,253.975625,462.5
2011-12-27,"20111227",688.71,-999,-999,207.202395833333,230.658541666667,-999,253.8109375,462.4
2011-12-28,"20111228",688.28,-999,-999,206.482395833333,231.150625,-999,253.7634375,462.3
2011-12-29,"20111229",687.84,-999,-999,205.8596875,231.242604166667,-999,253.788125,462.3
2011-12-30,"20111230",687.4,-999,-999,205.107604166667,231.246666666667,-999,253.667916666667,462.2
2011-12-31,"20111231",686.97,-999,-999,204.402526315789,231.1340625,-999,253.668645833333,462.1
2012-01-01,"20120101",686.53,-999,-999,-999,231.040625,-999,253.68375,462
2012-01-02,"20120102",686.1,-999,-999,-999,230.941770833333,-999,253.674166666667,461.8
2012-01-03,"20120103",685.66,-999,-999,-999,230.9871875,-999,253.545520833333,461.8
2012-01-04,"20120104",685.22,-999,-999,-999,231.42,-999,253.591354166667,461.8
2012-01-05,"20120105",684.79,-999,-999,-999,231.398020833333,-999,253.8428125,461.7
2012-01-06,"20120106",684.35,-999,-999,-999,231.374375,-999,254.126770833333,461.8
2012-01-07,"20120107",683.92,-999,-999,-999,231.37875,-999,254.391875,461.8
2012-01-08,"20120108",683.48,-999,-999,-999,231.270729166667,-999,254.700729166667,461.8
2012-01-09,"20120109",683.04,-999,-999,-999,231.197395833333,-999,254.932708333333,461.7
2012-01-10,"20120110",682.61,-999,-999,-999,231.494375,-999,255.076041666667,461.7
2012-01-11,"20120111",682.17,-999,-999,-999,231.511145833333,-999,255.100520833333,461.6
2012-01-12,"20120112",681.74,-999,-999,204.048,231.548854166667,-999,255.104375,461.9
2012-01-13,"20120113",681.3,-999,-999,204.423854166667,231.568541666667,-999,254.8325,462.2
2012-01-14,"20120114",680.9,-999,-999,205.079791666667,231.528229166667,-999,254.660104166667,462.6
2012-01-15,"20120115",680.4,-999,-999,205.697604166667,231.4203125,-999,254.639375,462.9
2012-01-16,"20120116",679.9,-999,-999,206.352395833333,231.41625,-999,254.461041666667,463
2012-01-17,"20120117",679.8,-999,-999,206.9446875,231.712395833333,-999,254.126145833333,463.1
2012-01-18,"20120118",679.9,-999,-999,207.548541666667,231.761354166667,-999,253.817604166667,462.8
2012-01-19,"20120119",679.7,-999,-999,208.163645833333,231.868125,-999,253.618125,462.7
2012-01-20,"20120120",679.5,-999,-999,208.7625,232.029791666667,-999,253.535,462.5
2012-01-21,"20120121",679.8,-999,-999,209.475625,232.061354166667,-999,253.6325,462.5
2012-01-22,"20120122",679.9,-999,-999,210.022291666667,231.952708333333,-999,253.658958333333,462.4
2012-01-23,"20120123",679.9,-999,-999,210.566145833333,231.946770833333,-999,253.5596875,462.2
2012-01-24,"20120124",680,-999,-999,211.123020833333,232.380416666667,-999,253.541875,462.2
2012-01-25,"20120125",680.5,-999,-999,211.656979166667,232.4203125,-999,253.612395833333,462
2012-01-26,"20120126",680.6,-999,-999,212.183229166667,232.323333333333,-999,253.723229166667,461.9
2012-01-27,"20120127",680.6,-999,-999,212.671041666667,232.219166666667,-999,253.952291666667,461.8
2012-01-28,"20120128",680.7,-999,-999,213.126979166667,232.098229166667,-999,254.245,461.7
2012-01-29,"20120129",680.8,-999,-999,213.546354166667,231.975416666667,-999,254.543125,461.6
2012-01-30,"20120130",680.8,-999,-999,213.969270833333,231.873229166667,-999,254.808541666667,461.6
2012-01-31,"20120131",680.8,-999,-999,214.304479166667,231.792083333333,-999,254.720104166667,461.4
2012-02-01,"20120201",680.8,-999,-999,214.497083333333,231.674375,-999,254.614166666667,461.2
2012-02-02,"20120202",680.9,-999,-999,214.512291666667,231.583958333333,-999,254.3809375,461
2012-02-03,"20120203",680.9,-999,-999,214.4721875,231.479270833333,-999,254.074479166667,460.8
2012-02-04,"20120204",680.9,-999,-999,214.619791666667,231.3775,-999,254.1490625,460.8
2012-02-05,"20120205",680.9,-999,-999,214.904166666667,231.2871875,-999,254.495625,460.5
2012-02-06,"20120206",680.9,-999,-999,214.994791666667,231.2084375,-999,254.675416666667,460.3
2012-02-07,"20120207",681,-999,-999,215.139270833333,231.1409375,-999,254.413541666667,460.2
2012-02-08,"20120208",681,-999,-999,215.38375,231.052916666667,-999,254.098854166667,460
2012-02-09,"20120209",681,-999,-999,215.622395833333,230.970729166667,-999,253.922916666667,459.9
2012-02-10,"20120210",681,-999,-999,215.845,230.8978125,-999,253.7834375,459.8
2012-02-11,"20120211",681,-999,-999,216.07125,230.8253125,-999,253.7178125,459.7
2012-02-12,"20120212",681,-999,-999,216.225520833333,230.7540625,-999,253.716666666667,459.7
2012-02-13,"20120213",681.1,-999,-999,216.431354166667,230.7009375,-999,253.758958333333,459.6
2012-02-14,"20120214",681.2,-999,-999,216.566770833333,230.662916666667,-999,253.737083333333,459.6
2012-02-15,"20120215",681.2,-999,-999,216.726145833333,230.618125,-999,253.5215625,459.5
2012-02-16,"20120216",681.4,-999,-999,216.883020833333,230.554270833333,-999,253.2421875,459.5
2012-02-17,"20120217",681.4,-999,-999,217.0115625,230.4803125,-999,252.885104166667,459.5
2012-02-18,"20120218",681.4,-999,-999,217.106875,230.4059375,-999,252.913125,459.4
2012-02-19,"20120219",681.4,-999,-999,217.206145833333,230.339791666667,-999,253.295833333333,459.3
2012-02-20,"20120220",681.4,-999,-999,217.279375,230.270416666667,-999,253.685520833333,459.2
2012-02-21,"20120221",681.5,-999,-999,217.346875,230.221666666667,-999,254.003958333333,459
2012-02-22,"20120222",681.5,-999,-999,217.395625,230.159583333333,-999,254.120833333333,459
2012-02-23,"20120223",681.6,-999,-999,217.4490625,230.107604166667,-999,254.133541666667,458.9
2012-02-24,"20120224",681.6,-999,-999,217.478125,230.035104166667,-999,254.1334375,458.8
2012-02-25,"20120225",681.5,-999,-999,217.531979166667,229.9609375,-999,254.265520833333,458.7
2012-02-26,"20120226",681.4,-999,-999,217.550520833333,229.902916666667,-999,254.618333333333,458.5
2012-02-27,"20120227",681.5,-999,-999,217.533541666667,229.837604166667,-999,254.924791666667,458.5
2012-02-28,"20120228",681.6,-999,-999,217.542604166667,229.768333333333,-999,255.071041666667,458.4
2012-02-29,"20120229",681.7,-999,-999,217.575625,229.7196875,-999,255.149166666667,458.3
2012-03-01,"20120301",681.7,-999,-999,217.5875,229.6828125,-999,255.3265625,458.3
2012-03-02,"20120302",681.7,-999,-999,217.610833333333,229.6425,-999,255.341666666667,458.3
2012-03-03,"20120303",681.7,-999,-999,217.4378125,229.5896875,-999,255.2928125,458.3
2012-03-04,"20120304",681.8,-999,-999,216.673125,229.5296875,-999,255.301979166667,458.2
2012-03-05,"20120305",681.8,-999,-999,216.078020833333,229.463333333333,-999,255.113333333333,458.1
2012-03-06,"20120306",681.8,-999,-999,216.052083333333,229.419270833333,-999,254.756666666667,458.1
2012-03-07,"20120307",681.9,-999,-999,215.611770833333,229.3878125,-999,254.380729166667,458
2012-03-08,"20120308",682,-999,-999,215.150729166667,229.32125,-999,254.018125,458.6
2012-03-09,"20120309",681.9,-999,-999,214.675416666667,229.293020833333,-999,253.623645833333,457.8
2012-03-10,"20120310",681.9,-999,-999,214.006666666667,229.228645833333,-999,253.389583333333,457.8
2012-03-11,"20120311",681.9,-999,-999,213.145625,229.166041666667,-999,253.629166666667,457.6
2012-03-12,"20120312",682,-999,-999,212.293229166667,229.128958333333,-999,253.866354166667,457.6
2012-03-13,"20120313",682,-999,-999,211.473333333333,229.083645833333,-999,253.832395833333,457.4
2012-03-14,"20120314",681.7,-999,-999,211.4684375,229.070520833333,-999,253.7865625,457.8
2012-03-15,"20120315",681.3,-999,-999,211.5609375,229.025,-999,253.759479166667,458.2
2012-03-16,"20120316",680.8,-999,-999,211.721666666667,228.996145833333,-999,253.814583333333,458.6
2012-03-17,"20120317",681,-999,-999,212.028229166667,229.04375,-999,254.008333333333,459
2012-03-18,"20120318",681.4,-999,-999,212.232083333333,228.989270833333,-999,254.043333333333,459.3
2012-03-19,"20120319",681.8,-999,-999,212.405208333333,228.952604166667,-999,253.927604166667,459.7
2012-03-20,"20120320",681.7,-999,-999,212.4875,228.885520833333,-999,253.684479166667,460.1
2012-03-21,"20120321",681.4,-999,-999,211.991666666667,228.845104166667,-999,253.368541666667,460.4
2012-03-22,"20120322",680.8,-999,-999,211.474375,228.818387096774,129.621818181818,253.121382978723,460.7
2012-03-23,"20120323",680.7,-999,-999,210.747604166667,228.771145833333,130.019583333333,252.99375,461
2012-03-24,"20120324",680.4,-999,-999,209.852708333333,228.706041666667,130.4184375,253.3125,461.3
2012-03-25,"20120325",680,-999,-999,208.983958333333,228.734270833333,131.319583333333,253.828020833333,461.6
2012-03-26,"20120326",679.8,-999,-999,207.990520833333,228.7071875,132.401041666667,254.177083333333,461.9
2012-03-27,"20120327",678.4,-999,-999,207.103854166667,228.696875,133.353645833333,254.496354166667,462
2012-03-28,"20120328",679.2,-999,-999,207.160520833333,228.763854166667,134.6921875,254.774270833333,462.4
2012-03-29,"20120329",679,-999,-999,207.3434375,228.908333333333,135.941041666667,255.040729166667,462.2
2012-03-30,"20120330",679.5,-999,-999,206.9809375,229.084166666667,137.0690625,255.1934375,462.2
2012-03-31,"20120331",679.8,-999,-999,207.311770833333,229.270729166667,138.1746875,255.486770833333,462.2
2012-04-01,"20120401",680.2,-999,-999,207.811979166667,229.446363636364,139.9353125,255.9278125,462.2
2012-04-02,"20120402",680.7,-999,-999,208.874791666667,-999,141.145520833333,256.178645833333,462.2
2012-04-03,"20120403",681,-999,-999,210.1521875,-999,142.257916666667,256.257291666667,462.2
2012-04-04,"20120404",681,-999,-999,211.35625,-999,143.533125,256.3134375,462.3
2012-04-05,"20120405",681,-999,-999,212.39875,-999,144.558958333333,256.3509375,462.3
2012-04-06,"20120406",681.4,-999,-999,213.3009375,-999,145.648854166667,256.512291666667,462.2
2012-04-07,"20120407",681.4,-999,-999,214.028958333333,-999,146.476666666667,256.835,462.2
2012-04-08,"20120408",681.4,-999,-999,214.594166666667,-999,147.341979166667,257.1803125,462.3
2012-04-09,"20120409",681.5,-999,-999,215.102916666667,-999,148.12125,257.473229166667,462.2
2012-04-10,"20120410",681.5,-999,-999,215.5209375,-999,148.885416666667,257.712708333333,462.2
2012-04-11,"20120411",681.4,-999,-999,215.925520833333,-999,149.7846875,257.643125,462.4
2012-04-12,"20120412",681.7,-999,-999,216.174166666667,-999,150.6834375,257.4325,462.3
2012-04-13,"20120413",682,-999,-999,216.388854166667,-999,151.558229166667,257.310416666667,462
2012-04-14,"20120414",684.4,-999,-999,217.008125,-999,152.702291666667,257.229166666667,463
2012-04-15,"20120415",684.5,-999,-999,217.856979166667,-999,153.764375,257.2746875,463.4
2012-04-16,"20120416",684.4,-999,-999,218.64375,-999,154.601145833333,257.233020833333,463.7
2012-04-17,"20120417",684.3,-999,-999,219.2953125,-999,155.323958333333,257.048541666667,464
2012-04-18,"20120418",684.4,-999,-999,219.853958333333,-999,156.0759375,256.759375,464.1
2012-04-19,"20120419",683.8,-999,-999,220.249270833333,-999,156.823229166667,256.458229166667,464.1
2012-04-20,"20120420",683.7,-999,-999,220.59625,-999,157.437604166667,256.292083333333,464.2
2012-04-21,"20120421",683.6,-999,-999,220.854270833333,-999,158.065520833333,256.228645833333,464.2
2012-04-22,"20120422",683.6,-999,-999,220.978541666667,-999,158.733645833333,256.213541666667,464.2
2012-04-23,"20120423",683.6,-999,-999,221.0703125,-999,159.469375,256.0459375,464.2
2012-04-24,"20120424",683.5,-999,-999,221.090416666667,-999,160.23125,255.8034375,464.2
2012-04-25,"20120425",683.4,-999,-999,221.151354166667,-999,160.715625,255.6215625,464.2
2012-04-26,"20120426",683.3,-999,-999,221.160104166667,-999,161.498541666667,255.593645833333,464.5
2012-04-27,"20120427",683.2,-999,-999,221.153229166667,-999,162.312604166667,255.529895833333,464.5
2012-04-28,"20120428",683.4,-999,-999,221.1140625,-999,162.687083333333,255.492291666667,464.6
2012-04-29,"20120429",683.4,-999,-999,221.110416666667,-999,163.149895833333,255.4534375,464.6
2012-04-30,"20120430",683.4,-999,-999,221.1028125,-999,163.778125,255.283645833333,464.6
2012-05-01,"20120501",683.4,-999,-999,220.941979166667,-999,164.301875,254.996875,464.5
2012-05-02,"20120502",683.5,-999,-999,220.689791666667,-999,164.8265625,254.694791666667,464.6
2012-05-03,"20120503",683.5,-999,-999,220.5321875,-999,165.378125,254.437083333333,464.5
2012-05-04,"20120504",683.5,-999,-999,220.539166666667,-999,165.979583333333,254.570104166667,464.5
2012-05-05,"20120505",683.5,-999,-999,220.533020833333,-999,166.371875,254.839895833333,464.5
2012-05-06,"20120506",683.5,-999,-999,220.560104166667,-999,166.642604166667,255.189479166667,464.5
2012-05-07,"20120507",683.5,-999,-999,220.5434375,-999,166.987708333333,255.498125,464.5
2012-05-08,"20120508",683.5,-999,-999,220.444166666667,-999,167.286458333333,255.663854166667,464.4
2012-05-09,"20120509",683.6,-999,-999,220.215625,-999,167.618125,255.841875,464.4
2012-05-10,"20120510",683.6,-999,-999,220.063541666667,-999,167.918645833333,256.119583333333,464.5
2012-05-11,"20120511",683.6,-999,-999,220.030520833333,-999,168.265625,256.379375,464.5
2012-05-12,"20120512",683.6,-999,-999,220.009166666667,-999,168.673645833333,256.647291666667,464.3
2012-05-13,"20120513",683.6,-999,-999,220.0078125,-999,169.003645833333,256.971875,464.3
