Pond,HY,Year,Month,Day,Q_cfs
F2,2011,2011,1,6,5.6
F2,2011,2011,1,7,5.6
F2,2011,2011,1,8,5.6
F2,2011,2011,1,9,5.6
F2,2011,2011,1,10,5.6
F2,2011,2011,1,11,5.6
F2,2011,2011,1,12,5.6
F2,2011,2011,1,13,5.6
F2,2011,2011,1,14,5.6
F2,2011,2011,1,15,5.6
F2,2011,2011,1,16,5.6
F2,2011,2011,1,17,5.6
F2,2011,2011,1,18,5.6
F2,2011,2011,1,19,5.6
F2,2011,2011,1,20,5.6
F2,2011,2011,1,21,5.6
F2,2011,2011,1,22,5.6
F2,2011,2011,1,23,5.6
F2,2011,2011,1,24,5.6
F2,2011,2011,1,25,5.6
F2,2011,2011,1,26,5.6
F2,2011,2011,1,27,5.6
F2,2011,2011,1,28,5.6
F2,2011,2011,1,29,5.6
F2,2011,2011,1,30,5.6
F2,2011,2011,1,31,5.6
F2,2011,2011,2,1,5.6
F2,2011,2011,2,2,5.6
F2,2011,2011,2,3,5.6
F2,2011,2011,2,4,5.6
F2,2011,2011,2,5,5.6
F2,2011,2011,2,6,5.6
F2,2011,2011,2,7,5.6
F2,2011,2011,2,8,5.6
F2,2011,2011,2,9,5.6
F2,2011,2011,2,10,5.6
F2,2011,2011,2,11,5.6
F2,2011,2011,2,12,5.6
F2,2011,2011,2,13,5.6
F2,2011,2011,2,14,5.6
F2,2011,2011,2,15,5.6
F2,2011,2011,2,16,5.6
F2,2011,2011,2,17,5.6
F2,2011,2011,2,18,5.6
F2,2011,2011,2,19,5.6
F2,2011,2011,2,20,5.6
F2,2011,2011,2,21,5.6
F2,2011,2011,2,22,5.6
F2,2011,2011,2,23,5.6
F2,2011,2011,2,24,5.6
F2,2011,2011,2,25,5.6
F2,2011,2011,2,26,5.6
F2,2011,2011,2,27,5.6
F2,2011,2011,2,28,5.6
F2,2011,2011,3,1,7.8
F2,2011,2011,3,2,7.8
F2,2011,2011,3,3,7.8
F2,2011,2011,3,4,7.8
F2,2011,2011,3,5,7.8
F2,2011,2011,3,6,7.8
F2,2011,2011,3,7,7.8
F2,2011,2011,3,8,7.8
F2,2011,2011,3,9,7.8
F2,2011,2011,3,10,7.8
F2,2011,2011,3,11,7.8
F2,2011,2011,3,12,7.8
F2,2011,2011,3,13,7.8
F2,2011,2011,3,14,7.8
F2,2011,2011,3,15,7.8
F2,2011,2011,3,16,7.8
F2,2011,2011,3,17,7.8
F2,2011,2011,3,18,7.8
F2,2011,2011,3,19,7.8
F2,2011,2011,3,20,7.8
F2,2011,2011,3,21,12.3
F2,2011,2011,3,22,12.3
F2,2011,2011,3,23,12.3
F2,2011,2011,3,24,12.3
F2,2011,2011,3,25,12.3
F2,2011,2011,3,26,12.3
F2,2011,2011,3,27,12.3
F2,2011,2011,3,28,12.3
F2,2011,2011,3,29,12.3
F2,2011,2011,3,30,12.3
F2,2011,2011,3,31,12.3
F2,2011,2011,4,1,12.3
F2,2011,2011,4,2,12.3
F2,2011,2011,4,3,12.3
F2,2011,2011,4,4,12.3
F2,2011,2011,4,5,12.3
F2,2011,2011,4,6,12.3
F2,2011,2011,4,7,12.3
F2,2011,2011,4,8,12.3
F2,2011,2011,4,9,12.3
F2,2011,2011,4,10,12.3
F2,2011,2011,4,11,12.3
F2,2011,2011,4,12,12.3
F2,2011,2011,4,13,12.3
F2,2011,2011,4,14,12.3
F2,2011,2011,4,15,12.3
F2,2011,2011,4,16,12.3
F2,2011,2011,4,17,12.3
F2,2011,2011,4,18,12.3
F2,2011,2011,4,19,12.3
F2,2011,2011,4,20,12.3
F2,2011,2011,4,21,12.3
F2,2011,2011,4,22,12.3
F2,2011,2011,4,23,12.3
F2,2011,2011,4,24,12.3
F2,2011,2011,4,25,12.3
F2,2011,2011,4,26,12.3
F2,2011,2011,4,27,12.3
F2,2011,2011,4,28,12.3
F2,2011,2011,4,29,12.3
F2,2011,2011,4,30,12.3
F2,2011,2011,5,1,12.3
F2,2011,2011,5,2,12.3
F2,2011,2011,5,3,12.3
F2,2011,2011,5,4,12.3
F2,2011,2011,5,5,12.3
F2,2011,2011,5,6,12.3
F2,2011,2011,5,7,12.3
F2,2011,2011,5,8,12.3
F2,2011,2011,5,9,12.3
F2,2011,2011,5,10,12.3
F2,2011,2011,5,11,12.3
F2,2011,2011,5,12,12.3
F2,2011,2011,5,13,12.3
F2,2011,2011,5,14,12.3
F2,2011,2011,5,15,12.3
F2,2011,2011,5,16,7.8
F2,2011,2011,5,17,7.8
F2,2011,2011,5,18,7.8
F2,2011,2011,5,19,7.8
F2,2011,2011,5,20,7.8
F2,2011,2011,5,21,7.8
F2,2011,2011,5,22,7.8
F2,2011,2011,5,23,7.8
F2,2011,2011,5,24,7.8
F2,2011,2011,5,25,7.8
F2,2011,2011,5,26,7.8
F2,2011,2011,5,27,7.8
F2,2011,2011,5,28,7.8
F2,2011,2011,5,29,7.8
F2,2011,2011,5,30,7.8
F2,2011,2011,5,31,7.8
F2,2011,2011,6,1,3.3
F2,2011,2011,6,2,3.3
F2,2011,2011,6,3,3.3
F2,2011,2011,6,4,3.3
F2,2011,2011,6,5,3.3
F2,2011,2011,6,6,3.3
F2,2011,2011,6,7,3.3
F2,2011,2011,6,8,3.3
F2,2011,2011,6,9,3.3
F2,2011,2011,6,10,3.3
F2,2011,2011,6,11,3.3
F2,2011,2011,6,12,3.3
F2,2011,2011,6,13,3.3
F2,2011,2011,6,14,3.3
F2,2011,2011,6,15,3.3
F2,2011,2011,6,16,3.3
F2,2011,2011,6,17,3.3
F2,2011,2011,6,18,3.3
F2,2011,2011,6,19,3.3
F2,2011,2011,6,20,3.3
F2,2011,2011,6,21,3.3
F2,2011,2011,6,22,7.8
F2,2011,2011,6,23,7.8
F2,2011,2011,6,24,7.8
F2,2011,2011,6,25,7.8
F2,2011,2011,6,26,7.8
F2,2011,2011,6,27,7.8
F2,2011,2011,6,28,7.8
F2,2011,2011,6,29,7.8
F2,2011,2011,6,30,7.8
F2,2011,2011,7,1,3.3
F2,2011,2011,7,2,3.3
F2,2011,2011,7,3,3.3
F2,2011,2011,7,4,3.3
F2,2011,2011,7,5,3.3
F2,2011,2011,7,6,3.3
F2,2011,2011,7,7,3.3
F2,2011,2011,7,8,3.3
F2,2011,2011,7,9,3.3
F2,2011,2011,7,10,3.3
F2,2011,2011,7,11,3.3
F2,2011,2011,7,12,3.3
F2,2011,2011,7,13,3.3
F2,2011,2011,7,14,3.3
F2,2011,2011,7,15,3.3
F2,2011,2011,7,16,3.3
F2,2011,2011,7,17,3.3
F2,2011,2011,7,18,3.3
F2,2011,2011,7,19,3.3
F2,2011,2011,7,20,3.3
F2,2011,2011,7,21,4
F2,2011,2011,7,22,7.3
F2,2011,2011,7,23,7.3
F2,2011,2011,7,24,7.3
F2,2011,2011,7,25,7.3
F2,2011,2011,7,26,7.3
F2,2011,2011,7,27,7.3
F2,2011,2011,7,28,7.3
F2,2011,2011,7,29,7.3
F2,2011,2011,7,30,7.3
F2,2011,2011,7,31,7.3
F2,2011,2011,8,1,2
F2,2011,2011,8,2,2
F2,2011,2011,8,3,2
F2,2011,2011,8,4,2
F2,2011,2011,8,5,2
F2,2011,2011,8,6,2
F2,2011,2011,8,7,2
F2,2011,2011,8,8,2
F2,2011,2011,8,9,2
F2,2011,2011,8,10,2
F2,2011,2011,8,11,2
F2,2011,2011,8,12,2
F2,2011,2011,8,13,2
F2,2011,2011,8,14,2
F2,2011,2011,8,15,2
F2,2011,2011,8,16,2
F2,2011,2011,8,17,2
F2,2011,2011,8,18,2
F2,2011,2011,8,19,2
F2,2011,2011,8,20,2
F2,2011,2011,8,21,2
F2,2011,2011,8,22,2
F2,2011,2011,8,23,2
F2,2011,2011,8,24,2
F2,2011,2011,8,25,2
F2,2011,2011,8,26,2
F2,2011,2011,8,27,2
F2,2011,2011,8,28,2
F2,2011,2011,8,29,2
F2,2011,2011,8,30,2
F2,2011,2011,8,31,2
F2,2011,2011,9,1,2
F2,2011,2011,9,2,2
F2,2011,2011,9,3,2
F2,2011,2011,9,4,2
F2,2011,2011,9,5,2
F2,2011,2011,9,6,2
F2,2011,2011,9,7,2
F2,2011,2011,9,8,2
F2,2011,2011,9,9,2
F2,2011,2011,9,10,2
F2,2011,2011,9,11,2
F2,2011,2011,9,12,2
F2,2011,2011,9,13,2
F2,2011,2011,9,14,2
F2,2011,2011,9,15,2
F2,2011,2011,9,16,2
F2,2011,2011,9,17,2
F2,2011,2011,9,18,2
F2,2011,2011,9,19,2
F2,2011,2011,9,20,2
F2,2011,2011,9,21,2
F2,2011,2011,9,22,2
F2,2011,2011,9,23,2
F2,2011,2011,9,24,2
F2,2011,2011,9,25,2
F2,2011,2011,9,26,2
F2,2011,2011,9,27,2
F2,2011,2011,9,28,2
F2,2011,2011,9,29,2
F2,2011,2011,9,30,2
F2,2012,2011,10,1,0.2
F2,2012,2011,10,2,0.2
F2,2012,2011,10,3,0.2
F2,2012,2011,10,4,0.2
F2,2012,2011,10,5,0.2
F2,2012,2011,10,6,0.2
F2,2012,2011,10,7,0.2
F2,2012,2011,10,8,0.2
F2,2012,2011,10,9,0.2
F2,2012,2011,10,10,0.2
F2,2012,2011,10,11,0.2
F2,2012,2011,10,12,0.2
F2,2012,2011,10,13,0.2
F2,2012,2011,10,14,0.2
F2,2012,2011,10,15,0.2
F2,2012,2011,10,16,0.2
F2,2012,2011,10,17,0.2
F2,2012,2011,10,18,0.2
F2,2012,2011,10,19,0.2
F2,2012,2011,10,20,0.2
F2,2012,2011,10,21,0.2
F2,2012,2011,10,22,0.2
F2,2012,2011,10,23,0.2
F2,2012,2011,10,24,0.2
F2,2012,2011,10,25,0.2
F2,2012,2011,10,26,0.2
F2,2012,2011,10,27,0.2
F2,2012,2011,10,28,0.2
F2,2012,2011,10,29,0.2
F2,2012,2011,10,30,0.2
F2,2012,2011,10,31,0.2
F2,2012,2011,11,1,0.2
F2,2012,2011,11,2,0.2
F2,2012,2011,11,3,0.2
F2,2012,2011,11,4,0.2
F2,2012,2011,11,5,0.2
F2,2012,2011,11,6,0.2
F2,2012,2011,11,7,0.2
F2,2012,2011,11,8,0.2
F2,2012,2011,11,9,0.2
F2,2012,2011,11,10,0.2
F2,2012,2011,11,11,0.2
F2,2012,2011,11,12,0
F2,2012,2011,11,13,0
F2,2012,2011,11,14,0
F2,2012,2011,11,15,0
F2,2012,2011,11,16,0
F2,2012,2011,11,17,0
F2,2012,2011,11,18,0
F2,2012,2011,11,19,0
F2,2012,2011,11,20,0
F2,2012,2011,11,21,0.2
F2,2012,2011,11,22,0.2
F2,2012,2011,11,23,0.2
F2,2012,2011,11,24,0.2
F2,2012,2011,11,25,0.2
F2,2012,2011,11,26,0
F2,2012,2011,11,27,0
F2,2012,2011,11,28,0
F2,2012,2011,11,29,0
F2,2012,2011,11,30,0
F2,2012,2011,12,1,0
F2,2012,2011,12,2,0
F2,2012,2011,12,3,0
F2,2012,2011,12,4,0
F2,2012,2011,12,5,0
F2,2012,2011,12,6,0
F2,2012,2011,12,7,0
F2,2012,2011,12,8,0
F2,2012,2011,12,9,0
F2,2012,2011,12,10,0
F2,2012,2011,12,11,0
F2,2012,2011,12,12,0.2
F2,2012,2011,12,13,0.2
F2,2012,2011,12,14,0.2
F2,2012,2011,12,15,0.2
F2,2012,2011,12,16,0.2
F2,2012,2011,12,17,0.2
F2,2012,2011,12,18,0.2
F2,2012,2011,12,19,0.2
F2,2012,2011,12,20,0.2
F2,2012,2011,12,21,0.2
F2,2012,2011,12,22,0.2
F2,2012,2011,12,23,0.2
F2,2012,2011,12,24,0.2
F2,2012,2011,12,25,0.2
F2,2012,2011,12,26,0.2
F2,2012,2011,12,27,0.2
F2,2012,2011,12,28,0.2
F2,2012,2011,12,29,0.2
F2,2012,2011,12,30,0.2
F2,2012,2011,12,31,0.2
F2,2012,2012,1,1,0.2
F2,2012,2012,1,2,0.2
F2,2012,2012,1,3,0.2
F2,2012,2012,1,4,0.2
F2,2012,2012,1,5,0.2
F2,2012,2012,1,6,0.2
F2,2012,2012,1,7,0.2
F2,2012,2012,1,8,0.2
F2,2012,2012,1,9,0.2
F2,2012,2012,1,10,0.2
F2,2012,2012,1,11,0.2
F2,2012,2012,1,12,0.2
F2,2012,2012,1,13,0.2
F2,2012,2012,1,14,0.2
F2,2012,2012,1,15,0.2
F2,2012,2012,1,16,0.2
F2,2012,2012,1,17,0.2
F2,2012,2012,1,18,0.2
F2,2012,2012,1,19,0.2
F2,2012,2012,1,20,0.2
F2,2012,2012,1,21,0.2
F2,2012,2012,1,22,0.2
F2,2012,2012,1,23,0.2
F2,2012,2012,1,24,0.2
F2,2012,2012,1,25,0.2
F2,2012,2012,1,26,0.2
F2,2012,2012,1,27,0.2
F2,2012,2012,1,28,0.2
F2,2012,2012,1,29,0.2
F2,2012,2012,1,30,0.2
F2,2012,2012,1,31,0.2
F2,2012,2012,2,1,0.2
F2,2012,2012,2,2,0.2
F2,2012,2012,2,3,0.2
F2,2012,2012,2,4,0.2
F2,2012,2012,2,5,0.2
F2,2012,2012,2,6,0.2
F2,2012,2012,2,7,0.2
F2,2012,2012,2,8,0.2
F2,2012,2012,2,9,0.2
F2,2012,2012,2,10,0.2
F2,2012,2012,2,11,0.2
F2,2012,2012,2,12,0.2
F2,2012,2012,2,13,0.2
F2,2012,2012,2,14,0.2
F2,2012,2012,2,15,0.2
F2,2012,2012,2,16,0.2
F2,2012,2012,2,17,0.2
F2,2012,2012,2,18,0.2
F2,2012,2012,2,19,0.2
F2,2012,2012,2,20,0.2
F2,2012,2012,2,21,0.2
F2,2012,2012,2,22,0.2
F2,2012,2012,2,23,0.2
F2,2012,2012,2,24,0.2
F2,2012,2012,2,25,0.2
F2,2012,2012,2,26,0.2
F2,2012,2012,2,27,0.2
F2,2012,2012,2,28,0.2
F2,2012,2012,2,29,0.2
F2,2012,2012,3,1,0.1
F2,2012,2012,3,2,0.1
F2,2012,2012,3,3,0.1
F2,2012,2012,3,4,0.1
F2,2012,2012,3,5,0.1
F2,2012,2012,3,6,0.1
F2,2012,2012,3,7,0.1
F2,2012,2012,3,8,0.1
F2,2012,2012,3,9,0.1
F2,2012,2012,3,10,0.1
F2,2012,2012,3,11,0.1
F2,2012,2012,3,12,0.1
F2,2012,2012,3,13,0.1
F2,2012,2012,3,14,0.1
F2,2012,2012,3,15,0.1
F2,2012,2012,3,16,0.1
F2,2012,2012,3,17,0.1
F2,2012,2012,3,18,0.1
F2,2012,2012,3,19,0.1
F2,2012,2012,3,20,0.1
F2,2012,2012,3,21,0.1
F2,2012,2012,3,22,0.1
F2,2012,2012,3,23,0.1
F2,2012,2012,3,24,0.1
F2,2012,2012,3,25,0.1
F2,2012,2012,3,26,0.1
F2,2012,2012,3,27,0.1
F2,2012,2012,3,28,0.1
F2,2012,2012,3,29,0.1
F2,2012,2012,3,30,0.1
F2,2012,2012,3,31,0.1
F2,2012,2012,4,1,0.1
F2,2012,2012,4,2,0.1
F2,2012,2012,4,3,0.1
F2,2012,2012,4,4,0.1
F2,2012,2012,4,5,0.1
F2,2012,2012,4,6,0.1
F2,2012,2012,4,7,0.1
F2,2012,2012,4,8,0.1
F2,2012,2012,4,9,0.1
F2,2012,2012,4,10,0.1
F2,2012,2012,4,11,0.1
F2,2012,2012,4,12,0.1
F2,2012,2012,4,13,0.1
F2,2012,2012,4,14,0.1
F2,2012,2012,4,15,0.1
F2,2012,2012,4,16,0.1
F2,2012,2012,4,17,0.1
F2,2012,2012,4,18,0.1
F2,2012,2012,4,19,0.1
F2,2012,2012,4,20,0.1
F2,2012,2012,4,21,0.1
F2,2012,2012,4,22,0.1
F2,2012,2012,4,23,0.1
F2,2012,2012,4,24,0.1
F2,2012,2012,4,25,0.1
F2,2012,2012,4,26,0.1
F2,2012,2012,4,27,0.1
F2,2012,2012,4,28,0.1
F2,2012,2012,4,29,0.1
F2,2012,2012,4,30,0.1
F2,2012,2012,5,1,0.1
F2,2012,2012,5,2,0.1
F2,2012,2012,5,3,0.1
F2,2012,2012,5,4,0.1
F2,2012,2012,5,5,0.1
F2,2012,2012,5,6,0.1
F2,2012,2012,5,7,0.1
F2,2012,2012,5,8,0.1
F2,2012,2012,5,9,0.1
F2,2012,2012,5,10,0.1
F2,2012,2012,5,11,0.1
F2,2012,2012,5,12,0.1
F2,2012,2012,5,13,0.1
F2,2012,2012,5,14,0.1
F2,2012,2012,5,15,0.1
F2,2012,2012,5,16,0.1
F2,2012,2012,5,17,0.1
F2,2012,2012,5,18,0.1
F2,2012,2012,5,19,0.1
F2,2012,2012,5,20,0.1
F2,2012,2012,5,21,0.1
F2,2012,2012,5,22,0.1
F2,2012,2012,5,23,0.1
F2,2012,2012,5,24,0.1
F2,2012,2012,5,25,0.1
F2,2012,2012,5,26,0.1
F2,2012,2012,5,27,0.1
F2,2012,2012,5,28,0.1
F2,2012,2012,5,29,0.1
F2,2012,2012,5,30,0.1
F2,2012,2012,5,31,0.1
F2,2012,2012,6,1,0.1
F2,2012,2012,6,2,0.1
F2,2012,2012,6,3,0.1
F2,2012,2012,6,4,0.1
F2,2012,2012,6,5,0.1
F2,2012,2012,6,6,0.1
F2,2012,2012,6,7,0.1
F2,2012,2012,6,8,0.1
F2,2012,2012,6,9,0.1
F2,2012,2012,6,10,0.1
F2,2012,2012,6,11,0.1
F2,2012,2012,6,12,0.1
F2,2012,2012,6,13,0.1
F2,2012,2012,6,14,0.1
F2,2012,2012,6,15,0.1
F2,2012,2012,6,16,0.1
F2,2012,2012,6,17,0.1
F2,2012,2012,6,18,0.1
F2,2012,2012,6,19,0.1
F2,2012,2012,6,20,0.1
F2,2012,2012,6,21,0.1
F2,2012,2012,6,22,0.1
F2,2012,2012,6,23,0.1
F2,2012,2012,6,24,0.1
F2,2012,2012,6,25,0.1
F2,2012,2012,6,26,0.1
F2,2012,2012,6,27,0.1
F2,2012,2012,6,28,0.1
F2,2012,2012,6,29,0.1
F2,2012,2012,6,30,0.1
F2,2012,2012,7,1,0.1
F2,2012,2012,7,2,0.1
F2,2012,2012,7,3,0.1
F2,2012,2012,7,4,0.1
F2,2012,2012,7,5,0.1
F2,2012,2012,7,6,0.1
F2,2012,2012,7,7,0.1
F2,2012,2012,7,8,0.1
F2,2012,2012,7,9,0.1
F2,2012,2012,7,10,0.1
F2,2012,2012,7,11,0.1
F2,2012,2012,7,12,0.1
F2,2012,2012,7,13,0.1
F2,2012,2012,7,14,0.1
F2,2012,2012,7,15,0.1
F2,2012,2012,7,16,0.1
F2,2012,2012,7,17,0.1
F2,2012,2012,7,18,0.1
F2,2012,2012,7,19,0.1
F2,2012,2012,7,20,0.1
F2,2012,2012,7,21,0.1
F2,2012,2012,7,22,0.1
F2,2012,2012,7,23,0.1
F2,2012,2012,7,24,0.1
F2,2012,2012,7,25,0.1
F2,2012,2012,7,26,0.1
F2,2012,2012,7,27,0.1
F2,2012,2012,7,28,0.1
F2,2012,2012,7,29,0.1
F2,2012,2012,7,30,0.1
F2,2012,2012,7,31,0.1
F2,2012,2012,8,1,0.1
F2,2012,2012,8,2,0.1
F2,2012,2012,8,3,0.1
F2,2012,2012,8,4,0.1
F2,2012,2012,8,5,0.1
F2,2012,2012,8,6,0.1
F2,2012,2012,8,7,0.1
F2,2012,2012,8,8,0.1
F2,2012,2012,8,9,0.1
F2,2012,2012,8,10,0.1
F2,2012,2012,8,11,0.1
F2,2012,2012,8,12,0.1
F2,2012,2012,8,13,0.1
F2,2012,2012,8,14,0.1
F2,2012,2012,8,15,0.1
F2,2012,2012,8,16,0.1
F2,2012,2012,8,17,0.1
F2,2012,2012,8,18,0.1
F2,2012,2012,8,19,0.1
F2,2012,2012,8,20,0.1
F2,2012,2012,8,21,0.1
F2,2012,2012,8,22,0.1
F2,2012,2012,8,23,0.1
F2,2012,2012,8,24,0.1
F2,2012,2012,8,25,0.1
F2,2012,2012,8,26,0.1
F2,2012,2012,8,27,0.1
F2,2012,2012,8,28,0.1
F2,2012,2012,8,29,0.1
F2,2012,2012,8,30,0.1
F2,2012,2012,8,31,0.1
F2,2012,2012,9,1,0.1
F2,2012,2012,9,2,0.1
F2,2012,2012,9,3,0.1
F2,2012,2012,9,4,0.1
F2,2012,2012,9,5,0.1
F2,2012,2012,9,6,0.1
F2,2012,2012,9,7,0.1
F2,2012,2012,9,8,0.1
F2,2012,2012,9,9,0.1
F2,2012,2012,9,10,0.1
F2,2012,2012,9,11,0.1
F2,2012,2012,9,12,0.1
F2,2012,2012,9,13,0.1
F2,2012,2012,9,14,0.1
F2,2012,2012,9,15,0.1
F2,2012,2012,9,16,0.1
F2,2012,2012,9,17,0.1
F2,2012,2012,9,18,0.1
F2,2012,2012,9,19,0.1
F2,2012,2012,9,20,0.1
F2,2012,2012,9,21,0.1
F2,2012,2012,9,22,0.1
F2,2012,2012,9,23,0.1
F2,2012,2012,9,24,0.1
F2,2012,2012,9,25,0.1
F2,2012,2012,9,26,0.1
F2,2012,2012,9,27,0.1
F2,2012,2012,9,28,0.1
F2,2012,2012,9,29,0.1
F2,2012,2012,9,30,0.1
F2,2013,2012,10,1,0.1
F2,2013,2012,10,2,0.1
F2,2013,2012,10,3,0.1
F2,2013,2012,10,4,0.1
F2,2013,2012,10,5,0.1
F2,2013,2012,10,6,0
F2,2013,2012,10,7,0
F2,2013,2012,10,8,0.1
F2,2013,2012,10,9,0.1
F2,2013,2012,10,10,0.1
F2,2013,2012,10,11,0.1
F2,2013,2012,10,12,0.1
F2,2013,2012,10,13,0
F2,2013,2012,10,14,0
F2,2013,2012,10,15,0.1
F2,2013,2012,10,16,0.1
F2,2013,2012,10,17,0.1
F2,2013,2012,10,18,0.1
F2,2013,2012,10,19,0.1
F2,2013,2012,10,20,0
F2,2013,2012,10,21,0
F2,2013,2012,10,22,0.1
F2,2013,2012,10,23,0.1
F2,2013,2012,10,24,0.1
F2,2013,2012,10,25,0.1
F2,2013,2012,10,26,0.1
F2,2013,2012,10,27,0
F2,2013,2012,10,28,0
F2,2013,2012,10,29,0.1
F2,2013,2012,10,30,0.1
F2,2013,2012,10,31,0.1
F2,2013,2012,11,1,0.1
F2,2013,2012,11,2,0.1
F2,2013,2012,11,3,0
F2,2013,2012,11,4,0
F2,2013,2012,11,5,0.1
F2,2013,2012,11,6,0.1
F2,2013,2012,11,7,0.1
F2,2013,2012,11,8,0.1
F2,2013,2012,11,9,0.1
F2,2013,2012,11,10,0
F2,2013,2012,11,11,0
F2,2013,2012,11,12,0.1
F2,2013,2012,11,13,0.1
F2,2013,2012,11,14,0.1
F2,2013,2012,11,15,0.1
F2,2013,2012,11,16,0.1
F2,2013,2012,11,17,0
F2,2013,2012,11,18,0
F2,2013,2012,11,19,0.1
F2,2013,2012,11,20,0.1
F2,2013,2012,11,21,0.1
F2,2013,2012,11,22,0
F2,2013,2012,11,23,0.1
F2,2013,2012,11,24,0
F2,2013,2012,11,25,0
F2,2013,2012,11,26,0.1
F2,2013,2012,11,27,0.1
F2,2013,2012,11,28,0.1
F2,2013,2012,11,29,0.1
F2,2013,2012,11,30,0.1
F2,2013,2012,12,1,0
F2,2013,2012,12,2,0
F2,2013,2012,12,3,0.1
F2,2013,2012,12,4,0.1
F2,2013,2012,12,5,0.1
F2,2013,2012,12,6,0.1
F2,2013,2012,12,7,0.1
F2,2013,2012,12,8,0
F2,2013,2012,12,9,0
F2,2013,2012,12,10,0.1
F2,2013,2012,12,11,0.1
F2,2013,2012,12,12,0.1
F2,2013,2012,12,13,0.1
F2,2013,2012,12,14,0.1
F2,2013,2012,12,15,0
F2,2013,2012,12,16,0
F2,2013,2012,12,17,0.1
F2,2013,2012,12,18,0.1
F2,2013,2012,12,19,0.1
F2,2013,2012,12,20,0.1
F2,2013,2012,12,21,0.1
F2,2013,2012,12,22,0
F2,2013,2012,12,23,0
F2,2013,2012,12,24,0
F2,2013,2012,12,25,0
F2,2013,2012,12,26,0
F2,2013,2012,12,27,0
F2,2013,2012,12,28,0
F2,2013,2012,12,29,0
F2,2013,2012,12,30,0
F2,2013,2012,12,31,0.1
F2,2013,2013,1,1,0
F2,2013,2013,1,2,0.1
F2,2013,2013,1,3,0.1
F2,2013,2013,1,4,0.1
F2,2013,2013,1,5,0
F2,2013,2013,1,6,0
F2,2013,2013,1,7,0.1
F2,2013,2013,1,8,0.1
F2,2013,2013,1,9,0.1
F2,2013,2013,1,10,0.1
F2,2013,2013,1,11,0.1
F2,2013,2013,1,12,0
F2,2013,2013,1,13,0
F2,2013,2013,1,14,0.1
F2,2013,2013,1,15,0.1
F2,2013,2013,1,16,0.1
F2,2013,2013,1,17,0.1
F2,2013,2013,1,18,0.1
F2,2013,2013,1,19,0
F2,2013,2013,1,20,0
F2,2013,2013,1,21,0.1
F2,2013,2013,1,22,0.1
F2,2013,2013,1,23,0.1
F2,2013,2013,1,24,0.1
F2,2013,2013,1,25,0.1
F2,2013,2013,1,26,0
F2,2013,2013,1,27,0
F2,2013,2013,1,28,0.1
F2,2013,2013,1,29,0.1
F2,2013,2013,1,30,0.1
F2,2013,2013,1,31,0.1
F2,2013,2013,2,1,0.1
F2,2013,2013,2,2,0
F2,2013,2013,2,3,0
F2,2013,2013,2,4,0.1
F2,2013,2013,2,5,0.1
F2,2013,2013,2,6,0.1
F2,2013,2013,2,7,0.1
F2,2013,2013,2,8,0.1
F2,2013,2013,2,9,0
F2,2013,2013,2,10,0
F2,2013,2013,2,11,0.1
F2,2013,2013,2,12,0.1
F2,2013,2013,2,13,0.1
F2,2013,2013,2,14,0.1
F2,2013,2013,2,15,0.1
F2,2013,2013,2,16,0
F2,2013,2013,2,17,0
F2,2013,2013,2,18,0.1
F2,2013,2013,2,19,0.1
F2,2013,2013,2,20,0.1
F2,2013,2013,2,21,0.1
F2,2013,2013,2,22,0.1
F2,2013,2013,2,23,0
F2,2013,2013,2,24,0
F2,2013,2013,2,25,0.1
F2,2013,2013,2,26,0.1
F2,2013,2013,2,27,0.1
F2,2013,2013,2,28,0.1
F2,2013,2013,3,1,2.7
F2,2013,2013,3,2,2.7
F2,2013,2013,3,3,2.7
F2,2013,2013,3,4,2.7
F2,2013,2013,3,5,2.7
F2,2013,2013,3,6,2.7
F2,2013,2013,3,7,2.7
F2,2013,2013,3,8,2.7
F2,2013,2013,3,9,2.7
F2,2013,2013,3,10,2.7
F2,2013,2013,3,11,2.7
F2,2013,2013,3,12,2.7
F2,2013,2013,3,13,2.7
F2,2013,2013,3,14,2.7
F2,2013,2013,3,15,2.7
F2,2013,2013,3,16,2.7
F2,2013,2013,3,17,2.7
F2,2013,2013,3,18,2.7
F2,2013,2013,3,19,2.7
F2,2013,2013,3,20,2.7
F2,2013,2013,3,21,2.7
F2,2013,2013,3,22,2.7
F2,2013,2013,3,23,2.7
F2,2013,2013,3,24,2.7
F2,2013,2013,3,25,2.7
F2,2013,2013,3,26,2.7
F2,2013,2013,3,27,2.7
F2,2013,2013,3,28,2.7
F2,2013,2013,3,29,2.7
F2,2013,2013,3,30,2.7
F2,2013,2013,3,31,2.7
F2,2013,2013,4,1,2.7
F2,2013,2013,4,2,2.7
F2,2013,2013,4,3,2.7
F2,2013,2013,4,4,2.7
F2,2013,2013,4,5,2.7
F2,2013,2013,4,6,2.7
F2,2013,2013,4,7,2.7
F2,2013,2013,4,8,2.7
F2,2013,2013,4,9,2.7
F2,2013,2013,4,10,2.7
F2,2013,2013,4,11,2.7
F2,2013,2013,4,12,2.7
F2,2013,2013,4,13,2.7
F2,2013,2013,4,14,2.7
F2,2013,2013,4,15,2.7
F2,2013,2013,4,16,2.7
F2,2013,2013,4,17,2.7
F2,2013,2013,4,18,2.7
F2,2013,2013,4,19,2.7
F2,2013,2013,4,20,2.7
F2,2013,2013,4,21,2.7
F2,2013,2013,4,22,2.7
